track_id,label_id,bbox_id,xmin,ymin,xmax,ymax,filename,tray_id
5241,ACHMI,1460026,1069,835,1111,870,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5242,ACHMI,1460046,930,556,966,597,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5243,ACHMI,1460112,963,1132,990,1181,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5244,ACHMI,1460159,582,1428,628,1455,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5245,ACHMI,1460173,936,1300,967,1320,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5246,ACHMI,1460187,814,1433,835,1454,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5247,ACHMI,1460201,876,1478,911,1504,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5248,ACHMI,1460215,546,1649,594,1688,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5250,ACHMI,1460231,777,499,794,521,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5251,SOLNI,1460244,1255,916,1278,937,ACHMI/133801/ACHMI_133801_2021Y08M04D_01H20M29S_img,133801
5238,SOLNI,1459942,430,767,446,785,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5239,SOLNI,1459971,1822,1073,1939,1179,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5240,SOLNI,1460000,338,1480,517,1564,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5241,ACHMI,1460027,1071,826,1107,862,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5242,ACHMI,1460047,928,548,969,589,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5243,ACHMI,1460113,964,1122,993,1175,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5244,ACHMI,1460160,582,1416,631,1448,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5245,ACHMI,1460174,935,1291,971,1314,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5246,ACHMI,1460188,815,1424,838,1447,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5247,ACHMI,1460202,878,1469,913,1495,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5248,ACHMI,1460216,542,1637,597,1683,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5250,ACHMI,1460232,777,488,796,513,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5251,SOLNI,1460245,1232,903,1310,929,ACHMI/133801/ACHMI_133801_2021Y08M04D_13H27M55S_img,133801
5238,SOLNI,1459943,429,774,446,792,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5239,SOLNI,1459972,1847,1103,1906,1155,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5240,SOLNI,1460001,375,1500,477,1567,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5241,ACHMI,1460028,1070,832,1104,861,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5242,ACHMI,1460048,924,556,968,598,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5243,ACHMI,1460114,960,1129,990,1183,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5244,ACHMI,1460161,580,1423,631,1456,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5245,ACHMI,1460175,934,1299,967,1321,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5246,ACHMI,1460189,813,1430,836,1453,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5247,ACHMI,1460203,876,1475,912,1502,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5248,ACHMI,1460217,539,1643,596,1693,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5250,ACHMI,1460233,776,496,795,521,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5251,SOLNI,1460246,1252,911,1277,942,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5252,ACHMI,1460268,765,1592,809,1618,ACHMI/133801/ACHMI_133801_2021Y08M05D_00H39M26S_img,133801
5238,SOLNI,1459944,432,767,449,785,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5239,SOLNI,1459973,1811,1067,1948,1182,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5240,SOLNI,1460002,331,1470,531,1579,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5241,ACHMI,1460029,1076,825,1108,857,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5242,ACHMI,1460049,927,548,974,589,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5243,ACHMI,1460115,963,1120,995,1176,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5244,ACHMI,1460162,581,1414,637,1450,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5245,ACHMI,1460176,936,1291,975,1317,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5246,ACHMI,1460190,817,1421,839,1447,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5247,ACHMI,1460204,877,1467,916,1498,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5248,ACHMI,1460218,541,1633,599,1690,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5250,ACHMI,1460234,779,486,798,514,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5251,SOLNI,1460247,1223,904,1321,933,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5252,ACHMI,1460269,767,1584,811,1613,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5253,ACHMI,1460290,1563,1352,1590,1368,ACHMI/133801/ACHMI_133801_2021Y08M05D_15H21M32S_img,133801
5238,SOLNI,1459945,430,774,447,792,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5239,SOLNI,1459974,1846,1092,1912,1145,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5240,SOLNI,1460003,379,1494,487,1572,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5241,ACHMI,1460030,1073,833,1105,862,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5242,ACHMI,1460050,924,558,970,597,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5243,ACHMI,1460116,962,1126,992,1186,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5244,ACHMI,1460163,576,1420,634,1457,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5245,ACHMI,1460177,933,1299,972,1325,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5246,ACHMI,1460191,815,1430,837,1456,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5247,ACHMI,1460205,874,1474,913,1505,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5248,ACHMI,1460219,538,1639,597,1696,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5250,ACHMI,1460235,777,494,797,522,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5251,SOLNI,1460248,1243,913,1279,946,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5252,ACHMI,1460270,762,1590,806,1620,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5253,ACHMI,1460291,1559,1359,1586,1375,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5254,ACHMI,1460355,1788,1341,1822,1366,ACHMI/133801/ACHMI_133801_2021Y08M06D_01H21M45S_img,133801
5238,SOLNI,1459946,432,768,448,786,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5239,SOLNI,1459975,1805,1063,1950,1183,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5240,SOLNI,1460004,324,1475,536,1600,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5241,ACHMI,1460031,1075,827,1110,860,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5242,ACHMI,1460051,927,550,974,590,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5243,ACHMI,1460117,964,1119,995,1180,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5244,ACHMI,1460164,579,1414,636,1457,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5245,ACHMI,1460178,935,1293,974,1319,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5246,ACHMI,1460192,817,1424,839,1450,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5247,ACHMI,1460206,877,1468,916,1498,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5248,ACHMI,1460220,541,1633,602,1692,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5250,ACHMI,1460236,779,487,799,515,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5251,SOLNI,1460249,1218,904,1329,937,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5252,ACHMI,1460271,777,1573,821,1602,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5253,ACHMI,1460292,1561,1354,1591,1372,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5254,ACHMI,1460356,1794,1333,1824,1361,ACHMI/133801/ACHMI_133801_2021Y08M06D_12H58M40S_img,133801
5238,SOLNI,1459947,430,773,447,791,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5239,SOLNI,1459976,1829,1081,1912,1160,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5240,SOLNI,1460005,364,1481,510,1566,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5241,ACHMI,1460032,1073,834,1110,867,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5242,ACHMI,1460052,925,558,973,598,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5243,ACHMI,1460118,961,1125,992,1186,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5244,ACHMI,1460165,576,1418,635,1458,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5245,ACHMI,1460179,930,1297,971,1325,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5246,ACHMI,1460193,814,1429,836,1455,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5247,ACHMI,1460207,872,1473,910,1503,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5248,ACHMI,1460221,538,1636,600,1699,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5250,ACHMI,1460237,778,493,798,521,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5251,SOLNI,1460250,1243,909,1278,949,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5252,ACHMI,1460272,772,1579,816,1609,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5253,ACHMI,1460293,1556,1360,1586,1378,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5254,ACHMI,1460357,1789,1343,1819,1371,ACHMI/133801/ACHMI_133801_2021Y08M07D_01H17M58S_img,133801
5238,SOLNI,1459948,430,763,447,781,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5239,SOLNI,1459977,1800,1045,1954,1179,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5240,SOLNI,1460006,310,1468,543,1617,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5241,ACHMI,1460033,1074,819,1113,857,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5242,ACHMI,1460053,925,545,975,586,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5243,ACHMI,1460119,954,1114,998,1177,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5244,ACHMI,1460166,577,1406,638,1461,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5245,ACHMI,1460180,931,1282,974,1315,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5246,ACHMI,1460194,816,1419,839,1444,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5247,ACHMI,1460208,875,1461,913,1491,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5248,ACHMI,1460222,538,1623,601,1688,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5250,ACHMI,1460238,778,481,799,511,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5251,SOLNI,1460251,1212,896,1328,930,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5252,ACHMI,1460273,775,1568,819,1597,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5253,ACHMI,1460294,1557,1346,1594,1366,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5254,ACHMI,1460358,1794,1328,1824,1359,ACHMI/133801/ACHMI_133801_2021Y08M07D_13H23M59S_img,133801
5238,SOLNI,1459949,428,773,444,791,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5239,SOLNI,1459978,1814,1075,1917,1172,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5240,SOLNI,1460007,349,1481,514,1582,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5241,ACHMI,1460034,1070,832,1102,866,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5242,ACHMI,1460054,921,557,970,598,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5243,ACHMI,1460120,955,1124,994,1187,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5244,ACHMI,1460167,574,1416,634,1459,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5245,ACHMI,1460181,927,1292,970,1326,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5246,ACHMI,1460195,810,1428,833,1454,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5247,ACHMI,1460209,872,1471,911,1501,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5248,ACHMI,1460223,536,1633,600,1698,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5250,ACHMI,1460239,774,492,795,522,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5251,SOLNI,1460252,1235,907,1286,947,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5252,ACHMI,1460274,772,1577,816,1607,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5253,ACHMI,1460295,1551,1357,1588,1377,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5254,ACHMI,1460359,1788,1340,1817,1371,ACHMI/133801/ACHMI_133801_2021Y08M08D_00H43M46S_img,133801
5238,SOLNI,1459950,430,768,446,786,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5239,SOLNI,1459979,1787,1029,1960,1186,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5240,SOLNI,1460008,299,1472,550,1650,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5241,ACHMI,1460035,1069,818,1110,864,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5242,ACHMI,1460055,921,544,976,596,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5243,ACHMI,1460121,944,1117,1006,1183,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5244,ACHMI,1460168,576,1400,637,1480,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5245,ACHMI,1460182,929,1282,974,1322,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5246,ACHMI,1460196,813,1422,837,1448,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5247,ACHMI,1460210,877,1466,913,1498,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5248,ACHMI,1460224,539,1617,611,1693,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5250,ACHMI,1460240,773,485,799,516,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5251,SOLNI,1460253,1208,899,1332,937,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5252,ACHMI,1460275,775,1574,818,1603,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5253,ACHMI,1460296,1553,1351,1593,1372,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5254,ACHMI,1460360,1788,1328,1826,1368,ACHMI/133801/ACHMI_133801_2021Y08M08D_12H21M06S_img,133801
5238,SOLNI,1459951,428,771,445,789,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5239,SOLNI,1459980,1804,1062,1920,1173,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5240,SOLNI,1460009,335,1475,534,1569,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5241,ACHMI,1460036,1070,827,1107,863,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5242,ACHMI,1460056,919,553,972,595,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5243,ACHMI,1460122,949,1121,999,1186,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5244,ACHMI,1460169,573,1409,634,1462,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5245,ACHMI,1460183,926,1289,971,1322,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5246,ACHMI,1460197,812,1424,836,1450,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5247,ACHMI,1460211,875,1468,912,1500,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5248,ACHMI,1460225,537,1629,600,1695,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5250,ACHMI,1460241,770,489,797,520,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5251,SOLNI,1460254,1238,905,1288,943,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5252,ACHMI,1460276,774,1575,818,1604,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5253,ACHMI,1460297,1549,1354,1590,1375,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5254,ACHMI,1460361,1785,1331,1822,1371,ACHMI/133801/ACHMI_133801_2021Y08M09D_01H42M26S_img,133801
5238,SOLNI,1459952,430,768,447,786,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5239,SOLNI,1459981,1782,1021,1962,1188,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5240,SOLNI,1460010,293,1470,562,1669,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5241,ACHMI,1460037,1069,814,1114,864,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5242,ACHMI,1460057,919,540,986,606,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5243,ACHMI,1460123,935,1117,1017,1182,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5251,SOLNI,1460255,1208,900,1338,946,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5252,ACHMI,1460277,775,1574,819,1603,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5253,ACHMI,1460298,1550,1349,1597,1375,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5254,ACHMI,1460362,1789,1326,1828,1369,ACHMI/133801/ACHMI_133801_2021Y08M09D_12H24M38S_img,133801
5238,SOLNI,1459953,431,778,448,796,ACHMI/133801/ACHMI_133801_2021Y08M10D_00H13M49S_img,133801
5239,SOLNI,1459982,1805,1074,1927,1180,ACHMI/133801/ACHMI_133801_2021Y08M10D_00H13M49S_img,133801
5240,SOLNI,1460011,334,1471,528,1575,ACHMI/133801/ACHMI_133801_2021Y08M10D_00H13M49S_img,133801
5241,ACHMI,1460038,1068,824,1107,877,ACHMI/133801/ACHMI_133801_2021Y08M10D_00H13M49S_img,133801
